id,match_id,city,match_date,season,match_number,team1,team2,toss_winner,toss_decision,superover,result,winning_team,won_by,margin,winner_runs,winner_wickets,player_of_match,venue,umpire1,umpire2
114,1216506,Dubai,01-11-2020,2020,54,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,N,normal,Kolkata Knight Riders,Runs,60,60,0,PJ Cummins,Dubai International Cricket Stadium,Nitin Menon,PR Reiffel
115,1216505,Abu Dhabi,02-11-2020,2020,55,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,N,normal,Delhi Capitals,Wickets,6,0,6,A Nortje,Sheikh Zayed Stadium,CB Gaffaney,S Ravi
116,1216495,Sharjah,03-11-2020,2020,56,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,N,normal,Sunrisers Hyderabad,Wickets,10,0,10,S Nadeem,Sharjah Cricket Stadium,C Shamshuddin,RK Illingworth
117,1237177,Dubai,05-11-2020,2020,57,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,N,normal,Mumbai Indians,Runs,57,57,0,JJ Bumrah,Dubai International Cricket Stadium,CB Gaffaney,Nitin Menon
118,1237178,Abu Dhabi,06-11-2020,2020,58,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,N,normal,Sunrisers Hyderabad,Wickets,6,0,6,KS Williamson,Sheikh Zayed Stadium,PR Reiffel,S Ravi
119,1237180,Abu Dhabi,08-11-2020,2020,59,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,N,normal,Delhi Capitals,Runs,17,17,0,MP Stoinis,Sheikh Zayed Stadium,PR Reiffel,S Ravi
120,1237181,Dubai,10-11-2020,2020,60,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,N,normal,Mumbai Indians,Wickets,5,0,5,TA Boult,Dubai International Cricket Stadium,CB Gaffaney,Nitin Menon
121,1254058,Chennai,09-04-2021,2021,1,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,N,normal,Royal Challengers Bangalore,Wickets,2,0,2,HV Patel,"MA Chidambaram Stadium, Chepauk, Chennai",KN Ananthapadmanabhan,Nitin Menon
122,1254059,Mumbai,10-04-2021,2021,2,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,N,normal,Delhi Capitals,Wickets,7,0,7,S Dhawan,"Wankhede Stadium, Mumbai",AK Chaudhary,VK Sharma
123,1254060,Chennai,11-04-2021,2021,3,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,N,normal,Kolkata Knight Riders,Runs,10,10,0,N Rana,"MA Chidambaram Stadium, Chepauk, Chennai",KN Ananthapadmanabhan,Nitin Menon
124,1254061,Mumbai,12-04-2021,2021,4,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,N,normal,Punjab Kings,Runs,4,4,0,SV Samson,"Wankhede Stadium, Mumbai",AK Chaudhary,S Ravi
125,1254062,Chennai,13-04-2021,2021,5,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,N,normal,Mumbai Indians,Runs,10,10,0,RD Chahar,"MA Chidambaram Stadium, Chepauk, Chennai",C Shamshuddin,CB Gaffaney
126,1254063,Chennai,14-04-2021,2021,6,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,N,normal,Royal Challengers Bangalore,Runs,6,6,0,GJ Maxwell,"MA Chidambaram Stadium, Chepauk, Chennai",Nitin Menon,UV Gandhe
127,1254064,Mumbai,15-04-2021,2021,7,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,N,normal,Rajasthan Royals,Wickets,3,0,3,JD Unadkat,"Wankhede Stadium, Mumbai",S Ravi,VK Sharma
128,1254065,Mumbai,16-04-2021,2021,8,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,N,normal,Chennai Super Kings,Wickets,6,0,6,DL Chahar,"Wankhede Stadium, Mumbai",AK Chaudhary,AY Dandekar
129,1254066,Chennai,17-04-2021,2021,9,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,N,normal,Mumbai Indians,Runs,13,13,0,KA Pollard,"MA Chidambaram Stadium, Chepauk, Chennai",CB Gaffaney,K Srinivasan
130,1254068,Chennai,18-04-2021,2021,10,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,N,normal,Royal Challengers Bangalore,Runs,38,38,0,AB de Villiers,"MA Chidambaram Stadium, Chepauk, Chennai",C Shamshuddin,Nitin Menon
131,1254067,Mumbai,18-04-2021,2021,11,Punjab Kings,Delhi Capitals,Delhi Capitals,field,N,normal,Delhi Capitals,Wickets,6,0,6,S Dhawan,"Wankhede Stadium, Mumbai",AK Chaudhary,PR Reiffel
132,1254069,Mumbai,19-04-2021,2021,12,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,N,normal,Chennai Super Kings,Runs,45,45,0,MM Ali,"Wankhede Stadium, Mumbai",PR Reiffel,VK Sharma
133,1254070,Chennai,20-04-2021,2021,13,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,N,normal,Delhi Capitals,Wickets,6,0,6,A Mishra,"MA Chidambaram Stadium, Chepauk, Chennai",C Shamshuddin,CB Gaffaney
134,1254071,Chennai,21-04-2021,2021,14,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,N,normal,Sunrisers Hyderabad,Wickets,9,0,9,JM Bairstow,"MA Chidambaram Stadium, Chepauk, Chennai",K Srinivasan,Nitin Menon
135,1254072,Mumbai,21-04-2021,2021,15,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,N,normal,Chennai Super Kings,Runs,18,18,0,F du Plessis,"Wankhede Stadium, Mumbai",AY Dandekar,PR Reiffel
136,1254073,Mumbai,22-04-2021,2021,16,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,N,normal,Royal Challengers Bangalore,Wickets,10,0,10,D Padikkal,"Wankhede Stadium, Mumbai",J Madanagopal,S Ravi
137,1254074,Chennai,23-04-2021,2021,17,Mumbai Indians,Punjab Kings,Punjab Kings,field,N,normal,Punjab Kings,Wickets,9,0,9,KL Rahul,"MA Chidambaram Stadium, Chepauk, Chennai",C Shamshuddin,Nitin Menon
138,1254075,Mumbai,24-04-2021,2021,18,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,N,normal,Rajasthan Royals,Wickets,6,0,6,CH Morris,"Wankhede Stadium, Mumbai",Navdeep Singh,S Ravi
139,1254077,Mumbai,25-04-2021,2021,19,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,N,normal,Chennai Super Kings,Runs,69,69,0,RA Jadeja,"Wankhede Stadium, Mumbai",AK Chaudhary,VK Sharma
140,1254076,Chennai,25-04-2021,2021,20,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Y,tie,Delhi Capitals,SuperOver,NA,0,0,PP Shaw,"MA Chidambaram Stadium, Chepauk, Chennai",CB Gaffaney,KN Ananthapadmanabhan
141,1254078,Ahmedabad,26-04-2021,2021,21,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,N,normal,Kolkata Knight Riders,Wickets,5,0,5,EJG Morgan,"Narendra Modi Stadium, Ahmedabad",PR Reiffel,YC Barde
142,1254079,Ahmedabad,27-04-2021,2021,22,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,N,normal,Royal Challengers Bangalore,Runs,1,1,0,AB de Villiers,"Narendra Modi Stadium, Ahmedabad",S Ravi,VK Sharma
143,1254080,Delhi,28-04-2021,2021,23,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,N,normal,Chennai Super Kings,Wickets,7,0,7,RD Gaikwad,"Arun Jaitley Stadium, Delhi",C Shamshuddin,CK Nandan
144,1254081,Delhi,29-04-2021,2021,24,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,N,normal,Mumbai Indians,Wickets,7,0,7,Q de Kock,"Arun Jaitley Stadium, Delhi",CB Gaffaney,KN Ananthapadmanabhan
145,1254082,Ahmedabad,29-04-2021,2021,25,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,N,normal,Delhi Capitals,Wickets,7,0,7,PP Shaw,"Narendra Modi Stadium, Ahmedabad",AK Chaudhary,YC Barde
146,1254083,Ahmedabad,30-04-2021,2021,26,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,N,normal,Punjab Kings,Runs,34,34,0,Harpreet Brar,"Narendra Modi Stadium, Ahmedabad",S Ravi,VK Sharma
147,1254084,Delhi,01-05-2021,2021,27,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,N,normal,Mumbai Indians,Wickets,4,0,4,KA Pollard,"Arun Jaitley Stadium, Delhi",KN Ananthapadmanabhan,CK Nandan
148,1254085,Delhi,02-05-2021,2021,28,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,N,normal,Rajasthan Royals,Runs,55,55,0,JC Buttler,"Arun Jaitley Stadium, Delhi",C Shamshuddin,CB Gaffaney
149,1254086,Ahmedabad,02-05-2021,2021,29,Punjab Kings,Delhi Capitals,Delhi Capitals,field,N,normal,Delhi Capitals,Wickets,7,0,7,MA Agarwal,"Narendra Modi Stadium, Ahmedabad",AK Chaudhary,AY Dandekar
150,1254104,Dubai,19-09-2021,2021,30,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,N,normal,Chennai Super Kings,Runs,20,20,0,RD Gaikwad,Dubai International Cricket Stadium,Nitin Menon,RK Illingworth
151,1254087,Abu Dhabi,20-09-2021,2021,31,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,N,normal,Kolkata Knight Riders,Wickets,9,0,9,CV Varun,"Zayed Cricket Stadium, Abu Dhabi",CB Gaffaney,S Ravi
152,1254111,Dubai,21-09-2021,2021,32,Rajasthan Royals,Punjab Kings,Punjab Kings,field,N,normal,Rajasthan Royals,Runs,2,2,0,Kartik Tyagi,Dubai International Cricket Stadium,AK Chaudhary,MA Gough
153,1254105,Dubai,22-09-2021,2021,33,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,N,normal,Delhi Capitals,Wickets,8,0,8,A Nortje,Dubai International Cricket Stadium,KN Ananthapadmanabhan,RK Illingworth
154,1254096,Abu Dhabi,23-09-2021,2021,34,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,N,normal,Kolkata Knight Riders,Wickets,7,0,7,SP Narine,"Zayed Cricket Stadium, Abu Dhabi",S Ravi,VK Sharma
155,1254113,Sharjah,24-09-2021,2021,35,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,N,normal,Chennai Super Kings,Wickets,6,0,6,DJ Bravo,Sharjah Cricket Stadium,AK Chaudhary,Nitin Menon
156,1254107,Abu Dhabi,25-09-2021,2021,36,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,N,normal,Delhi Capitals,Runs,33,33,0,SS Iyer,"Zayed Cricket Stadium, Abu Dhabi",CB Gaffaney,UV Gandhe
157,1254097,Sharjah,25-09-2021,2021,37,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,N,normal,Punjab Kings,Runs,5,5,0,JO Holder,Sharjah Cricket Stadium,RK Illingworth,YC Barde
158,1254108,Abu Dhabi,26-09-2021,2021,38,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,N,normal,Chennai Super Kings,Wickets,2,0,2,RA Jadeja,"Zayed Cricket Stadium, Abu Dhabi",CB Gaffaney,Tapan Sharma
159,1254098,Dubai,26-09-2021,2021,39,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,N,normal,Royal Challengers Bangalore,Runs,54,54,0,GJ Maxwell,Dubai International Cricket Stadium,AK Chaudhary,MA Gough
160,1254100,Dubai,27-09-2021,2021,40,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,N,normal,Sunrisers Hyderabad,Wickets,7,0,7,JJ Roy,Dubai International Cricket Stadium,KN Ananthapadmanabhan,Navdeep Singh
161,1254092,Sharjah,28-09-2021,2021,41,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,N,normal,Kolkata Knight Riders,Wickets,3,0,3,SP Narine,Sharjah Cricket Stadium,Nitin Menon,HAS Khalid
162,1254099,Abu Dhabi,28-09-2021,2021,42,Punjab Kings,Mumbai Indians,Mumbai Indians,field,N,normal,Mumbai Indians,Wickets,6,0,6,KA Pollard,"Zayed Cricket Stadium, Abu Dhabi",S Ravi,VK Sharma
163,1254103,Dubai,29-09-2021,2021,43,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,N,normal,Royal Challengers Bangalore,Wickets,7,0,7,YS Chahal,Dubai International Cricket Stadium,AY Dandekar,KN Ananthapadmanabhan
164,1254091,Sharjah,30-09-2021,2021,44,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,N,normal,Chennai Super Kings,Wickets,6,0,6,JR Hazlewood,Sharjah Cricket Stadium,Nitin Menon,YC Barde
165,1254102,Dubai,01-10-2021,2021,45,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,N,normal,Punjab Kings,Wickets,5,0,5,KL Rahul,Dubai International Cricket Stadium,KN Ananthapadmanabhan,RK Illingworth
166,1254089,Sharjah,02-10-2021,2021,46,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,N,normal,Delhi Capitals,Wickets,4,0,4,AR Patel,Sharjah Cricket Stadium,AK Chaudhary,MA Gough
167,1254112,Abu Dhabi,02-10-2021,2021,47,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,N,normal,Rajasthan Royals,Wickets,7,0,7,RD Gaikwad,"Zayed Cricket Stadium, Abu Dhabi",CB Gaffaney,VK Sharma
168,1254090,Sharjah,03-10-2021,2021,48,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,N,normal,Royal Challengers Bangalore,Runs,6,6,0,GJ Maxwell,Sharjah Cricket Stadium,KN Ananthapadmanabhan,RK Illingworth
169,1254109,Dubai,03-10-2021,2021,49,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,N,normal,Kolkata Knight Riders,Wickets,6,0,6,Shubman Gill,Dubai International Cricket Stadium,J Madanagopal,MA Gough
170,1254110,Dubai,04-10-2021,2021,50,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,N,normal,Delhi Capitals,Wickets,3,0,3,AR Patel,Dubai International Cricket Stadium,AK Chaudhary,Nitin Menon
171,1254093,Sharjah,05-10-2021,2021,51,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,N,normal,Mumbai Indians,Wickets,8,0,8,NM Coulter-Nile,Sharjah Cricket Stadium,AK Chaudhary,MA Gough
172,1254095,Abu Dhabi,06-10-2021,2021,52,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,N,normal,Sunrisers Hyderabad,Runs,4,4,0,KS Williamson,"Zayed Cricket Stadium, Abu Dhabi",S Ravi,UV Gandhe
173,1254094,Dubai,07-10-2021,2021,53,Chennai Super Kings,Punjab Kings,Punjab Kings,field,N,normal,Punjab Kings,Wickets,6,0,6,KL Rahul,Dubai International Cricket Stadium,K Srinivasan,RK Illingworth
174,1254106,Sharjah,07-10-2021,2021,54,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,N,normal,Kolkata Knight Riders,Runs,86,86,0,Shivam Mavi,Sharjah Cricket Stadium,MA Gough,HAS Khalid
175,1254101,Abu Dhabi,08-10-2021,2021,55,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,N,normal,Mumbai Indians,Runs,42,42,0,Ishan Kishan,"Zayed Cricket Stadium, Abu Dhabi",Tapan Sharma,VK Sharma
176,1254088,Dubai,08-10-2021,2021,56,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,N,normal,Royal Challengers Bangalore,Wickets,7,0,7,KS Bharat,Dubai International Cricket Stadium,KN Ananthapadmanabhan,Nitin Menon
177,1254114,Dubai,10-10-2021,2021,57,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,N,normal,Chennai Super Kings,Wickets,4,0,4,RD Gaikwad,Dubai International Cricket Stadium,Nitin Menon,RK Illingworth
178,1254115,Sharjah,11-10-2021,2021,58,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,N,normal,Kolkata Knight Riders,Wickets,4,0,4,SP Narine,Sharjah Cricket Stadium,CB Gaffaney,VK Sharma
179,1254116,Sharjah,13-10-2021,2021,59,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,N,normal,Kolkata Knight Riders,Wickets,3,0,3,VR Iyer,Sharjah Cricket Stadium,KN Ananthapadmanabhan,MA Gough
180,1254117,Dubai,15-10-2021,2021,60,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,N,normal,Chennai Super Kings,Runs,27,27,0,F du Plessis,Dubai International Cricket Stadium,Nitin Menon,RK Illingworth
181,1304047,Mumbai,26-03-2022,2022,1,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,N,normal,Kolkata Knight Riders,Wickets,6,0,6,UT Yadav,"Wankhede Stadium, Mumbai",AK Chaudhary,Nitin Menon
182,1304048,Mumbai,27-03-2022,2022,2,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,N,normal,Delhi Capitals,Wickets,4,0,4,Kuldeep Yadav,"Brabourne Stadium, Mumbai",RJ Tucker,HAS Khalid
183,1304049,Mumbai,27-03-2022,2022,3,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,N,normal,Punjab Kings,Wickets,5,0,5,OF Smith,"Dr DY Patil Sports Academy, Mumbai",Nitin Menon,YC Barde
184,1304050,Mumbai,28-03-2022,2022,4,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,field,N,normal,Gujarat Titans,Wickets,5,0,5,Mohammed Shami,"Wankhede Stadium, Mumbai",PG Pathak,VK Sharma
185,1304051,Pune,29-03-2022,2022,5,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,N,normal,Rajasthan Royals,Runs,61,61,0,SV Samson,"Maharashtra Cricket Association Stadium, Pune",BNJ Oxenford,UV Gandhe
186,1304052,Mumbai,30-03-2022,2022,6,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,N,normal,Royal Challengers Bangalore,Wickets,3,0,3,PWH de Silva,"Dr DY Patil Sports Academy, Mumbai",J Madanagopal,Navdeep Singh
187,1304053,Mumbai,31-03-2022,2022,7,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,N,normal,Lucknow Super Giants,Wickets,6,0,6,E Lewis,"Brabourne Stadium, Mumbai",RJ Tucker,VK Sharma
188,1304054,Mumbai,01-04-2022,2022,8,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,N,normal,Kolkata Knight Riders,Wickets,6,0,6,UT Yadav,"Wankhede Stadium, Mumbai",AK Chaudhary,HAS Khalid
189,1304055,Mumbai,02-04-2022,2022,9,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,N,normal,Rajasthan Royals,Runs,23,23,0,JC Buttler,"Dr DY Patil Sports Academy, Mumbai",Nitin Menon,PG Pathak
190,1304056,Pune,02-04-2022,2022,10,Gujarat Titans,Delhi Capitals,Delhi Capitals,field,N,normal,Gujarat Titans,Runs,14,14,0,LH Ferguson,"Maharashtra Cricket Association Stadium, Pune",KN Ananthapadmanabhan,UV Gandhe
191,1304057,Mumbai,03-04-2022,2022,11,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,N,normal,Punjab Kings,Runs,54,54,0,LS Livingstone,"Brabourne Stadium, Mumbai",RJ Tucker,YC Barde
192,1304058,Mumbai,04-04-2022,2022,12,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,field,N,normal,Lucknow Super Giants,Runs,12,12,0,Avesh Khan,"Dr DY Patil Sports Academy, Mumbai",J Madanagopal,Navdeep Singh
193,1304059,Mumbai,05-04-2022,2022,13,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,N,normal,Royal Challengers Bangalore,Wickets,4,0,4,KD Karthik,"Wankhede Stadium, Mumbai",AK Chaudhary,HAS Khalid
194,1304060,Pune,06-04-2022,2022,14,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,N,normal,Kolkata Knight Riders,Wickets,5,0,5,PJ Cummins,"Maharashtra Cricket Association Stadium, Pune",BNJ Oxenford,KN Ananthapadmanabhan
195,1304061,Mumbai,07-04-2022,2022,15,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,field,N,normal,Lucknow Super Giants,Wickets,6,0,6,Q de Kock,"Dr DY Patil Sports Academy, Mumbai",RJ Tucker,Tapan Sharma
196,1304062,Mumbai,08-04-2022,2022,16,Punjab Kings,Gujarat Titans,Gujarat Titans,field,N,normal,Gujarat Titans,Wickets,6,0,6,Shubman Gill,"Brabourne Stadium, Mumbai",AK Chaudhary,VK Sharma
197,1304063,Mumbai,09-04-2022,2022,17,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,N,normal,Sunrisers Hyderabad,Wickets,8,0,8,Abhishek Sharma,"Dr DY Patil Sports Academy, Mumbai",Navdeep Singh,Nitin Menon
198,1304064,Pune,09-04-2022,2022,18,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,N,normal,Royal Challengers Bangalore,Wickets,7,0,7,Anuj Rawat,"Maharashtra Cricket Association Stadium, Pune",BNJ Oxenford,KN Ananthapadmanabhan
199,1304065,Mumbai,10-04-2022,2022,19,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,N,normal,Delhi Capitals,Runs,44,44,0,Kuldeep Yadav,"Brabourne Stadium, Mumbai",CB Gaffaney,J Madanagopal
200,1304066,Mumbai,10-04-2022,2022,20,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,field,N,normal,Rajasthan Royals,Runs,3,3,0,YS Chahal,"Wankhede Stadium, Mumbai",AK Chaudhary,Tapan Sharma
201,1304067,Mumbai,11-04-2022,2022,21,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,N,normal,Sunrisers Hyderabad,Wickets,8,0,8,KS Williamson,"Dr DY Patil Sports Academy, Mumbai",Chirra Ravikanthreddy,RJ Tucker
202,1304068,Mumbai,12-04-2022,2022,22,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,N,normal,Chennai Super Kings,Runs,23,23,0,S Dube,"Dr DY Patil Sports Academy, Mumbai",Nitin Menon,N Pandit
203,1304069,Pune,13-04-2022,2022,23,Punjab Kings,Mumbai Indians,Mumbai Indians,field,N,normal,Punjab Kings,Runs,12,12,0,MA Agarwal,"Maharashtra Cricket Association Stadium, Pune",BNJ Oxenford,UV Gandhe
204,1304070,Mumbai,14-04-2022,2022,24,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,N,normal,Gujarat Titans,Runs,37,37,0,HH Pandya,"Dr DY Patil Sports Academy, Mumbai",CB Gaffaney,R Pandit
205,1304071,Mumbai,15-04-2022,2022,25,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,N,normal,Sunrisers Hyderabad,Wickets,7,0,7,RA Tripathi,"Brabourne Stadium, Mumbai",GR Sadashiv Iyer,VK Sharma
206,1304072,Mumbai,16-04-2022,2022,26,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,N,normal,Lucknow Super Giants,Runs,18,18,0,KL Rahul,"Brabourne Stadium, Mumbai",AK Chaudhary,NA Patwardhan
207,1304073,Mumbai,16-04-2022,2022,27,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,N,normal,Royal Challengers Bangalore,Runs,16,16,0,KD Karthik,"Wankhede Stadium, Mumbai",Chirra Ravikanthreddy,J Madanagopal
208,1304074,Mumbai,17-04-2022,2022,28,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,N,normal,Sunrisers Hyderabad,Wickets,7,0,7,Umran Malik,"Dr DY Patil Sports Academy, Mumbai",PG Pathak,R Pandit
209,1304075,Pune,17-04-2022,2022,29,Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,N,normal,Gujarat Titans,Wickets,3,0,3,DA Miller,"Maharashtra Cricket Association Stadium, Pune",KN Ananthapadmanabhan,UV Gandhe
210,1304076,Mumbai,18-04-2022,2022,30,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,N,normal,Rajasthan Royals,Runs,7,7,0,YS Chahal,"Brabourne Stadium, Mumbai",GR Sadashiv Iyer,VK Sharma
211,1304077,Mumbai,19-04-2022,2022,31,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,N,normal,Royal Challengers Bangalore,Runs,18,18,0,F du Plessis,"Dr DY Patil Sports Academy, Mumbai",CB Gaffaney,N Pandit
212,1304078,Mumbai,20-04-2022,2022,32,Punjab Kings,Delhi Capitals,Delhi Capitals,field,N,normal,Delhi Capitals,Wickets,9,0,9,Kuldeep Yadav,"Brabourne Stadium, Mumbai",RJ Tucker,Tapan Sharma
213,1304079,Navi Mumbai,21-04-2022,2022,33,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,N,normal,Chennai Super Kings,Wickets,3,0,3,Mukesh Choudhary,"Dr DY Patil Sports Academy, Mumbai",BNJ Oxenford,UV Gandhe
214,1304080,Mumbai,22-04-2022,2022,34,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,N,normal,Rajasthan Royals,Runs,15,15,0,JC Buttler,"Wankhede Stadium, Mumbai",NA Patwardhan,Nitin Menon
215,1304081,Navi Mumbai,23-04-2022,2022,35,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,bat,N,normal,Gujarat Titans,Runs,8,8,0,Rashid Khan,"Dr DY Patil Sports Academy, Mumbai",KN Ananthapadmanabhan,UV Gandhe
216,1304082,Mumbai,23-04-2022,2022,36,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,N,normal,Sunrisers Hyderabad,Wickets,9,0,9,M Jansen,"Brabourne Stadium, Mumbai",Chirra Ravikanthreddy,J Madanagopal
217,1304083,Mumbai,24-04-2022,2022,37,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,N,normal,Lucknow Super Giants,Runs,36,36,0,KL Rahul,"Wankhede Stadium, Mumbai",M Erasmus,HAS Khalid
218,1304084,Mumbai,25-04-2022,2022,38,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,N,normal,Punjab Kings,Runs,11,11,0,S Dhawan,"Wankhede Stadium, Mumbai",M Erasmus,Tapan Sharma
219,1304085,Pune,26-04-2022,2022,39,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,N,normal,Rajasthan Royals,Runs,29,29,0,R Parag,"Maharashtra Cricket Association Stadium, Pune",BNJ Oxenford,KN Ananthapadmanabhan
220,1304086,Mumbai,27-04-2022,2022,40,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,field,N,normal,Gujarat Titans,Wickets,5,0,5,Umran Malik,"Wankhede Stadium, Mumbai",CB Gaffaney,Navdeep Singh
221,1304087,Mumbai,28-04-2022,2022,41,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,N,normal,Delhi Capitals,Wickets,4,0,4,Kuldeep Yadav,"Wankhede Stadium, Mumbai",AK Chaudhary,PG Pathak
